# Acquisizione Analog Discovery 2
# Timestamp 2025-10-02 12:02:52
# time	ch1	ch2
2.889999999999999774e-04	-3.944351189556049436e-02	3.045550346889480120e-01
2.900000000000000017e-04	-5.055012840690754905e-02	2.748767416385283768e-01
2.909999999999999718e-04	-4.314571739934284361e-02	2.266495154315965599e-01
2.919999999999999961e-04	-3.944351189556049436e-02	2.081005822750843226e-01
2.929999999999999662e-04	-2.833689538421343967e-02	1.932614357498745050e-01
2.939999999999999905e-04	-2.093248437664873771e-02	1.672929293307573728e-01
2.949999999999999606e-04	-1.723027887286638499e-02	1.339048496490353179e-01
2.959999999999999849e-04	-3.203910088799578892e-02	1.376146362803377654e-01
2.970000000000000092e-04	-2.093248437664873771e-02	9.309719670470838204e-02
2.979999999999999793e-04	-3.574130639177814511e-02	9.309719670470838204e-02
2.990000000000000036e-04	-3.574130639177814511e-02	7.825805017949859221e-02
2.999999999999999737e-04	-2.463468988043109043e-02	3.003082397256674752e-02
3.009999999999999980e-04	-2.833689538421343967e-02	3.003082397256674752e-02
3.019999999999999681e-04	-3.574130639177814511e-02	2.632103734126430006e-02
3.029999999999999924e-04	-2.833689538421343967e-02	-3.357255709155295212e-03
3.039999999999999625e-04	-2.833689538421343967e-02	-2.190618886566754117e-02
3.049999999999999868e-04	-1.723027887286638499e-02	-4.416490865348223632e-02
3.060000000000000111e-04	-2.421456857736981050e-03	-6.271384180999448055e-02
3.069999999999999812e-04	-2.463468988043109043e-02	-8.126277496650673171e-02
3.080000000000000055e-04	-1.352807336908403574e-02	-8.868234822911162663e-02
3.089999999999999756e-04	-2.093248437664873771e-02	-9.981170812301896900e-02
3.099999999999999999e-04	-1.352807336908403574e-02	-1.183606412795312202e-01
3.109999999999999700e-04	-9.825867865301683018e-03	-1.257802145421361151e-01
3.119999999999999944e-04	-1.723027887286638499e-02	-1.406193610673459049e-01
3.129999999999999644e-04	-2.463468988043109043e-02	-1.628780808551606174e-01
3.139999999999999888e-04	-2.093248437664873771e-02	-1.740074407490679598e-01
3.149999999999999589e-04	-2.093248437664873771e-02	-1.888465872742777496e-01
3.159999999999999832e-04	-3.203910088799578892e-02	-1.925563739055801971e-01
3.170000000000000075e-04	1.280748646045370368e-03	-1.999759471681850920e-01
3.179999999999999776e-04	-2.093248437664873771e-02	-1.962661605368826445e-01
3.190000000000000019e-04	-9.825867865301683018e-03	-1.925563739055801971e-01
3.199999999999999720e-04	-1.352807336908403574e-02	-2.333640268499071468e-01
3.209999999999999963e-04	-1.352807336908403574e-02	-2.296542402186046994e-01
3.219999999999999664e-04	1.238736515739242462e-02	-2.519129600064193841e-01
